rank,bgg_url,game_id,names,min_players,max_players,avg_time,min_time,max_time,year,avg_rating,geek_rating,num_votes,image_url,age,mechanic,owned,category,designer,weight
65,https://boardgamegeek.com/boardgame/172386/mombasa,172386,Mombasa,2,4,150,75,150,2015,7.94952,7.59817,7117,https://cf.geekdo-images.com/original/img/7JDxzN4LbAeslZGBU1G7Ccqutx0=/0x0/pic2611318.jpg,12,"Action / Movement Programming, Area Control / Area Influence, Card Drafting, Deck / Pool Building, Hand Management, Simultaneous Action Selection, Stock Holding, Variable Player Powers, Worker Placement",9143,Economic,Alexander Pfister,3.8826
66,https://boardgamegeek.com/boardgame/2511/sherlock-holmes-consulting-detective-thames-murder,2511,Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases,1,8,120,60,120,1981,7.8228,7.5938,11552,https://cf.geekdo-images.com/original/img/e0abWKqZdzwxb0Keyxjf-Y5sZsw=/0x0/pic3514298.jpg,10,"Co-operative Play, Storytelling",22939,"Deduction, Murder/Mystery, Novel-based, Post-Napoleonic, Spies/Secret Agents","Raymond Edwards, Suzanne Goldberg, Gary Grady",2.7516
67,https://boardgamegeek.com/boardgame/73439/troyes,73439,Troyes,2,4,90,90,90,2010,7.76852,7.58059,13379,https://cf.geekdo-images.com/original/img/jgHgQKbmvFx2xDL1MdtYB2-jRek=/0x0/pic750583.jpg,12,"Area Control / Area Influence, Dice Rolling, Worker Placement",14444,"Dice, Economic, Medieval","Sébastien Dujardin, Xavier Georges, Alain Orban",3.4594
68,https://boardgamegeek.com/boardgame/125153/gallerist,125153,The Gallerist,1,4,150,60,150,2015,8.02227,7.57857,5470,https://cf.geekdo-images.com/original/img/Ye9XSo3Ozz93R3ofXYHWfC_pMFg=/0x0/pic2503200.png,13,"Commodity Speculation, Set Collection, Worker Placement",7996,Economic,Vital Lacerda,4.2843
69,https://boardgamegeek.com/boardgame/42/tigris-euphrates,42,Tigris & Euphrates,2,4,90,90,90,1997,7.71566,7.57696,21889,https://cf.geekdo-images.com/original/img/vd6LHDJ-u-TkAAWafD2yG9-U974=/0x0/pic2338267.jpg,12,"Area Control / Area Influence, Hand Management, Set Collection, Tile Placement",24223,"Ancient, Civilization, Territory Building",Reiner Knizia,3.5289
70,https://boardgamegeek.com/boardgame/144733/russian-railroads,144733,Russian Railroads,2,4,120,90,120,2013,7.80207,7.57568,10778,https://cf.geekdo-images.com/original/img/QgRFOE3J6RK3ZfJk2qa3Xbgl0GY=/0x0/pic1772936.jpg,12,Worker Placement,11582,"Industry / Manufacturing, Trains","Helmut Ohley, Leonhard ""Lonny"" Orgler",3.4161
71,https://boardgamegeek.com/boardgame/102680/trajan,102680,Trajan,2,4,120,60,120,2011,7.79486,7.57118,11347,https://cf.geekdo-images.com/original/img/cEaycXgp7DqVD2lORAUJ2IzgozU=/0x0/pic1054375.jpg,12,"Area Movement, Card Drafting, Hand Management, Set Collection",13359,"Ancient, Political",Stefan Feld,3.6738
72,https://boardgamegeek.com/boardgame/36218/dominion,36218,Dominion,2,4,30,30,30,2008,7.66473,7.56879,63084,https://cf.geekdo-images.com/original/img/oN8CHUZ8CF6P1dFnhMCJXvE8SOk=/0x0/pic394356.jpg,13,"Card Drafting, Deck / Pool Building, Hand Management",81790,"Card Game, Medieval",Donald X. Vaccarino,2.3688
73,https://boardgamegeek.com/boardgame/30549/pandemic,30549,Pandemic,2,4,45,45,45,2008,7.65466,7.5631,74266,https://cf.geekdo-images.com/original/img/j-pfXZ_0GmOowohzD_T6NDAWGSA=/0x0/pic1534148.jpg,8,"Action Point Allowance System, Co-operative Play, Hand Management, Point to Point Movement, Set Collection, Trading, Variable Player Powers",107996,Medical,Matt Leacock,2.4258
74,https://boardgamegeek.com/boardgame/194655/santorini,194655,Santorini,2,4,20,20,20,2016,7.80081,7.5476,11212,https://cf.geekdo-images.com/original/img/2EnN8vsGamxMA1xNG5LcjVTxuiM=/0x0/pic3283110.png,8,"Grid Movement, Tile Placement, Variable Player Powers",18561,"Abstract Strategy, Ancient, Mythology",Gord!,1.75
75,https://boardgamegeek.com/boardgame/521/crokinole,521,Crokinole,2,4,30,30,30,1876,7.79449,7.54374,8702,https://cf.geekdo-images.com/original/img/1x-Pt8mWg9fBlo5oB1aBxll6-3k=/0x0/pic79413.jpg,8,Partnerships,6419,Action / Dexterity,(Uncredited),1.277
76,https://boardgamegeek.com/boardgame/185343/anachrony,185343,Anachrony,1,4,120,30,120,2017,8.15566,7.54201,4242,https://cf.geekdo-images.com/original/img/HwoXcAIvX44tc_CDgcQ6I0Rztg8=/0x0/pic3499707.jpg,15,"Action Point Allowance System, Card Drafting, Dice Rolling, Variable Player Powers, Worker Placement",6802,"Economic, Science Fiction","Richard Amann, Viktor Peter, Dávid Turczi",3.9227
77,https://boardgamegeek.com/boardgame/127023/kemet,127023,Kemet,2,5,120,90,120,2012,7.76112,7.53054,11422,https://cf.geekdo-images.com/original/img/rjuKOHsH4_EayHV5jflH0LMpwqI=/0x0/pic3979527.jpg,13,"Action Point Allowance System, Area Control / Area Influence, Area Movement, Card Drafting, Hand Management, Variable Phase Order",13593,"Ancient, Fighting, Miniatures, Mythology","Jacques Bariot, Guillaume Montiage",2.9867
78,https://boardgamegeek.com/boardgame/104162/descent-journeys-dark-second-edition,104162,Descent: Journeys in the Dark (Second Edition),2,5,120,120,120,2012,7.75571,7.52729,17418,https://cf.geekdo-images.com/original/img/jGVm6aG5Ek-qxTIaWyzN67jjylc=/0x0/pic1180640.jpg,14,"Action Point Allowance System, Dice Rolling, Grid Movement, Hand Management, Modular Board, Partnerships, Variable Player Powers",27719,"Adventure, Exploration, Fantasy, Fighting, Miniatures","Daniel Clark (I), Corey Konieczka, Adam Sadler, Kevin Wilson",3.2055
79,https://boardgamegeek.com/boardgame/34635/stone-age,34635,Stone Age,2,4,90,60,90,2008,7.61731,7.51835,34898,https://cf.geekdo-images.com/original/img/Dt2tBgnvuWww89kSQqOW0vvEJr4=/0x0/pic1632539.jpg,10,"Dice Rolling, Set Collection, Worker Placement",37220,"Dice, Prehistoric",Bernd Brunnhofer,2.4978
80,https://boardgamegeek.com/boardgame/161970/alchemists,161970,Alchemists,2,4,120,120,120,2014,7.72844,7.51006,12653,https://cf.geekdo-images.com/original/img/VKBFHqR2xm0EFGWfb1sPJZctMCs=/0x0/pic2241156.png,13,"Action Point Allowance System, Card Drafting, Hand Management, Worker Placement",16773,"Deduction, Fantasy",Matúš Kotry,3.8336
81,https://boardgamegeek.com/boardgame/155426/castles-mad-king-ludwig,155426,Castles of Mad King Ludwig,1,4,90,90,90,2014,7.6656,7.50746,16727,https://cf.geekdo-images.com/original/img/fmSwPPkAioUPtMDVzmo48zHYvxI=/0x0/pic1961827.jpg,13,"Card Drafting, Pattern Building, Set Collection, Tile Placement",21924,Post-Napoleonic,Ted Alspach,2.6687
82,https://boardgamegeek.com/boardgame/175155/forbidden-stars,175155,Forbidden Stars,2,4,180,120,180,2015,8.01203,7.50592,5240,https://cf.geekdo-images.com/original/img/DWTv4PxEDiHHmgnv09t4k2WmNh8=/0x0/pic2471359.jpg,14,"Area Control / Area Influence, Dice Rolling, Hand Management, Modular Board, Variable Player Powers",9309,"Bluffing, Fighting, Miniatures, Science Fiction, Wargame","Samuel Bailey, James Kniffen, Corey Konieczka",3.7738
83,https://boardgamegeek.com/boardgame/9609/war-ring-first-edition,9609,War of the Ring (First Edition),2,4,120,120,120,2004,7.78702,7.50523,9247,https://cf.geekdo-images.com/original/img/naKKeihI8fzCba236vxbeqbhhLI=/0x0/pic725882.jpg,12,"Action Point Allowance System, Area Control / Area Influence, Area Movement, Campaign / Battle Card Driven, Dice Rolling, Hand Management",11785,"Adventure, Fantasy, Miniatures, Novel-based, Territory Building, Wargame","Roberto Di Meglio, Marco Maggi, Francesco Nepitello",3.8397
84,https://boardgamegeek.com/boardgame/103343/game-thrones-board-game-second-edition,103343,A Game of Thrones: The Board Game (Second Edition),3,6,240,120,240,2011,7.69226,7.49945,21492,https://cf.geekdo-images.com/original/img/rCOyI5sRR9CtTaho5JJx_kFWta0=/0x0/pic1077906.jpg,14,"Area Control / Area Influence, Area Movement, Auction/Bidding, Hand Management, Player Elimination, Simultaneous Action Selection, Variable Player Powers",27874,"Bluffing, Fantasy, Negotiation, Novel-based, Political, Wargame",Christian T. Petersen,3.6694
85,https://boardgamegeek.com/boardgame/155068/arcadia-quest,155068,Arcadia Quest,2,4,60,60,60,2014,7.90236,7.49555,6778,https://cf.geekdo-images.com/original/img/lB5mc2bDPP2fNjvnBJLkSQvM2ps=/0x0/pic2305263.jpg,13,"Dice Rolling, Grid Movement, Modular Board, Variable Player Powers",11107,"Adventure, Fantasy, Fighting, Miniatures","Thiago Aranha, Guilherme Goulart, Eric M. Lang, Fred Perret",2.5229
86,https://boardgamegeek.com/boardgame/128882/resistance-avalon,128882,The Resistance: Avalon,5,10,30,30,30,2012,7.66148,7.49366,19734,https://cf.geekdo-images.com/original/img/kFDTpCfe476T1bzZUtNAbGyIjNg=/0x0/pic1398895.jpg,13,"Memory, Partnerships, Simultaneous Action Selection, Variable Player Powers, Voting",27796,"Bluffing, Card Game, Deduction, Fantasy, Medieval, Negotiation, Party Game, Spies/Secret Agents",Don Eskridge,1.7749
87,https://boardgamegeek.com/boardgame/147020/star-realms,147020,Star Realms,2,2,20,20,20,2014,7.62809,7.49186,24384,https://cf.geekdo-images.com/original/img/XRgMJVv4YweLlANgVvxeZsQ4lm0=/0x0/pic1903816.jpg,12,"Card Drafting, Deck / Pool Building, Hand Management, Take That",36553,"Card Game, Fighting, Science Fiction","Robert Dougherty, Darwin Kastle",1.9706
88,https://boardgamegeek.com/boardgame/146652/legendary-encounters-alien-deck-building-game,146652,Legendary Encounters: An Alien Deck Building Game,1,5,45,45,45,2014,7.81708,7.48886,8073,https://cf.geekdo-images.com/original/img/H0uIoKm2phCiJDqQn52PFLDgYis=/0x0/pic2225180.jpg,17,"Card Drafting, Co-operative Play, Deck / Pool Building, Partnerships, Player Elimination, Variable Player Powers",11840,"Card Game, Fighting, Horror, Movies / TV / Radio theme, Science Fiction","Ben Cichoski, Daniel Mandel",2.7176
89,https://boardgamegeek.com/boardgame/70149/ora-et-labora,70149,Ora et Labora,1,4,180,60,180,2011,7.7502,7.48062,8350,https://cf.geekdo-images.com/original/img/pXyZlviudQYPzceCgoeWm46pyc4=/0x0/pic1165426.jpg,13,"Modular Board, Pattern Building, Set Collection, Tile Placement, Worker Placement",10308,"City Building, Economic, Industry / Manufacturing, Medieval, Religious, Territory Building",Uwe Rosenberg,3.8981
90,https://boardgamegeek.com/boardgame/198928/pandemic-iberia,198928,Pandemic: Iberia,2,5,45,45,45,2016,8.05208,7.47722,4353,https://cf.geekdo-images.com/original/img/65W6mKBX34X2pLswgsfKPCfAcdw=/0x0/pic3000850.png,8,"Action Point Allowance System, Co-operative Play, Hand Management, Point to Point Movement, Set Collection, Trading, Variable Player Powers",9057,Medical,"Jesús Torres Castro, Matt Leacock",2.6615
91,https://boardgamegeek.com/boardgame/148949/istanbul,148949,Istanbul,2,5,60,40,60,2014,7.62369,7.47122,16600,https://cf.geekdo-images.com/original/img/mJdCiWN7ePw8Q73GDhXupvKfOnE=/0x0/pic1885326.jpg,10,"Dice Rolling, Grid Movement, Modular Board, Pick-up and Deliver",21279,Economic,Rüdiger Dorn,2.5855
92,https://boardgamegeek.com/boardgame/14996/ticket-ride-europe,14996,Ticket to Ride: Europe,2,5,60,30,60,2005,7.57594,7.46605,42152,https://cf.geekdo-images.com/original/img/lN5ivSfgaJwEMXgyLijCtyKVUBs=/0x0/pic66668.jpg,8,"Card Drafting, Hand Management, Route/Network Building, Set Collection",55364,"Trains, Travel",Alan R. Moon,1.9595
93,https://boardgamegeek.com/boardgame/43111/chaos-old-world,43111,Chaos in the Old World,3,4,120,60,120,2009,7.67797,7.46053,12463,https://cf.geekdo-images.com/original/img/zFu27DT2SQdHj1IzLv-n7yTfa_s=/0x0/pic1318481.jpg,13,"Action Point Allowance System, Area Control / Area Influence, Area Movement, Dice Rolling, Hand Management, Role Playing, Take That, Variable Player Powers",13286,"Fantasy, Fighting, Horror, Mythology, Wargame",Eric M. Lang,3.181
94,https://boardgamegeek.com/boardgame/123260/suburbia,123260,Suburbia,1,4,90,90,90,2012,7.59573,7.46009,17337,https://cf.geekdo-images.com/original/img/v2kosqFeCkidrDEnKQYZSk-qH_k=/0x0/pic1418335.jpg,8,"Card Drafting, Set Collection, Tile Placement",20798,"City Building, Economic",Ted Alspach,2.7799
95,https://boardgamegeek.com/boardgame/197376/charterstone,197376,Charterstone,1,6,75,45,75,2017,8.02188,7.45856,4710,https://cf.geekdo-images.com/original/img/QSEaUq4_I2KoVDrF1FGNJ7eAINs=/0x0/pic3322613.jpg,14,"Card Drafting, Hand Management, Worker Placement",10994,"City Building, Economic, Medieval",Jamey Stegmaier,2.8421
96,https://boardgamegeek.com/boardgame/17133/railways-world,17133,Railways of the World,2,6,120,120,120,2005,7.69013,7.45667,9964,https://cf.geekdo-images.com/original/img/xeEMH5X0jBoXeY48Q5pE0JDOHP8=/0x0/pic3869603.jpg,10,"Action Point Allowance System, Auction/Bidding, Card Drafting, Pick-up and Deliver, Route/Network Building, Tile Placement",10456,"Trains, Transportation, Video Game Theme","Glenn Drover, Martin Wallace",3.0276
97,https://boardgamegeek.com/boardgame/14105/commands-colors-ancients,14105,Commands & Colors: Ancients,2,2,60,60,60,2006,7.78164,7.45336,7167,https://cf.geekdo-images.com/original/img/NrNEpsg1hrcPtMCzaLHLLXTmdoI=/0x0/pic132447.jpg,12,"Campaign / Battle Card Driven, Dice Rolling, Hand Management, Hex-and-Counter, Modular Board",9131,"Ancient, Wargame",Richard Borg,2.6957
98,https://boardgamegeek.com/boardgame/126042/nations,126042,Nations,1,5,200,40,200,2013,7.69987,7.45154,9366,https://cf.geekdo-images.com/original/img/6Zne9rNVAxgEzMmf4WmcEtH_xsc=/0x0/pic1591406.png,14,"Card Drafting, Variable Player Powers",10247,"Card Game, Civilization, Economic","Rustan Håkansson, Nina Håkansson, Einar Rosén, Robert Rosén",3.5376
99,https://boardgamegeek.com/boardgame/171131/captain-sonar,171131,Captain Sonar,2,8,60,45,60,2016,7.71093,7.43976,9062,https://cf.geekdo-images.com/original/img/rVAq1lKg98oU6tvLjERL-ZNiMfc=/0x0/pic3013621.png,14,"Grid Movement, Line Drawing, Partnerships, Role Playing, Secret Unit Deployment, Simultaneous Action Selection",12339,"Deduction, Fighting, Nautical, Real-time","Roberto Fraga, Yohan Lemonnier",2.1104
100,https://boardgamegeek.com/boardgame/39463/cosmic-encounter,39463,Cosmic Encounter,3,5,120,60,120,2008,7.58087,7.42682,22001,https://cf.geekdo-images.com/original/img/SUTj4d_zo6bjXVhZOACmW5gvtBw=/0x0/pic1521633.jpg,12,"Hand Management, Partnerships, Take That, Variable Player Powers",26591,"Bluffing, Negotiation, Science Fiction, Space Exploration","Bill Eberle, Jack Kittredge, Bill Norton, Peter Olotka, Kevin Wilson",2.5576
101,https://boardgamegeek.com/boardgame/91/paths-glory,91,Paths of Glory,2,2,480,480,480,1999,8.00093,7.42618,3864,https://cf.geekdo-images.com/original/img/8NqdhJ1Dd-m3fWXWpu5pL3YanTk=/0x0/pic834645.jpg,14,"Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement",6925,"Wargame, World War I",Ted Raicer,3.8276
102,https://boardgamegeek.com/boardgame/196340/yokohama,196340,Yokohama,2,4,90,90,90,2016,7.96173,7.42378,4146,https://cf.geekdo-images.com/original/img/fdm4AvDhEaQRj174dZvFtciHFrM=/0x0/pic2948038.png,12,"Grid Movement, Modular Board, Route/Network Building, Set Collection, Worker Placement",6631,Economic,Hisashi Hayashi,3.3267
103,https://boardgamegeek.com/boardgame/182874/grand-austria-hotel,182874,Grand Austria Hotel,2,4,120,60,120,2015,7.79448,7.42103,6288,https://cf.geekdo-images.com/original/img/4d_XZzAStbyODa6p8xhLyOpIMh8=/0x0/pic2728138.jpg,12,"Dice Rolling, Hand Management, Set Collection",8156,Economic,"Virginio Gigli, Simone Luciani",3.2237
104,https://boardgamegeek.com/boardgame/21050/combat-commander-europe,21050,Combat Commander: Europe,2,2,180,60,180,2006,7.90358,7.41796,4656,https://cf.geekdo-images.com/original/img/RLXqwj5cZa-0GEHpi6a4nwQt898=/0x0/pic992459.jpg,12,"Campaign / Battle Card Driven, Hex-and-Counter, Simulation, Variable Phase Order",6697,"Wargame, World War II",Chad Jensen,3.2117
105,https://boardgamegeek.com/boardgame/77423/lord-rings-card-game,77423,The Lord of the Rings: The Card Game,1,2,60,60,60,2011,7.63221,7.41446,16799,https://cf.geekdo-images.com/original/img/TdAxQnbevAwD1oQ91K1KPckgjTk=/0x0/pic906495.jpg,13,"Co-operative Play, Hand Management, Variable Player Powers",25794,"Adventure, Card Game, Collectible Components, Fantasy, Novel-based",Nate French,3.138
106,https://boardgamegeek.com/boardgame/54043/jaipur,54043,Jaipur,2,2,30,30,30,2009,7.5322,7.41332,24085,https://cf.geekdo-images.com/original/img/I1nrFom8YN8H7wJFMRwj14Xl6MI=/0x0/pic725500.jpg,12,"Card Drafting, Hand Management, Set Collection",33335,"Animals, Card Game",Sébastien Pauchon,1.523
107,https://boardgamegeek.com/boardgame/9216/goa,9216,Goa,2,4,90,90,90,2004,7.62115,7.40462,10156,https://cf.geekdo-images.com/original/img/ZO3q3cZqX_34C9i7MriB4u6txjk=/0x0/pic1215969.jpg,12,"Auction/Bidding, Hand Management, Press Your Luck",10076,"Economic, Farming, Nautical, Renaissance",Rüdiger Dorn,3.3802
108,https://boardgamegeek.com/boardgame/172287/champions-midgard,172287,Champions of Midgard,2,4,90,60,90,2015,7.78023,7.40129,6364,https://cf.geekdo-images.com/original/img/c1gxRcNaDdjeH8zpLYJEkDEYA5g=/0x0/pic2869714.jpg,10,"Dice Rolling, Set Collection, Variable Player Powers, Worker Placement",9778,"Adventure, Dice, Fantasy, Fighting, Medieval, Mythology",Ole Steiness,2.5215
109,https://boardgamegeek.com/boardgame/43015/hansa-teutonica,43015,Hansa Teutonica,2,5,90,45,90,2009,7.63138,7.40116,9432,https://cf.geekdo-images.com/original/img/Y7bW8H1htsE2xOv87qIuPTsjiTo=/0x0/pic839090.jpg,12,"Action Point Allowance System, Area Control / Area Influence, Route/Network Building",9256,Renaissance,Andreas Steding,3.1329
110,https://boardgamegeek.com/boardgame/176189/zombicide-black-plague,176189,Zombicide: Black Plague,1,6,180,60,180,2015,7.82289,7.39962,7716,https://cf.geekdo-images.com/original/img/vs4UlIiZ1p3k5yIJ_vlvd2N-474=/0x0/pic2482309.jpg,10,"Co-operative Play, Dice Rolling, Modular Board, Variable Player Powers",14137,"Adventure, Fantasy, Fighting, Horror, Medieval, Miniatures, Zombies","Raphaël Guiton, Jean-Baptiste Lullien, Nicolas Raoult",2.5517
111,https://boardgamegeek.com/boardgame/31627/ticket-ride-nordic-countries,31627,Ticket to Ride: Nordic Countries,2,3,60,30,60,2007,7.65653,7.39728,9065,https://cf.geekdo-images.com/original/img/GU-wGnipNb0UVXT9ebQBl86UrRk=/0x0/pic369616.jpg,8,"Card Drafting, Hand Management, Route/Network Building, Set Collection",13026,"Trains, Transportation, Travel",Alan R. Moon,1.9882
112,https://boardgamegeek.com/boardgame/104006/village,104006,Village,2,4,90,60,90,2011,7.554,7.39691,15820,https://cf.geekdo-images.com/original/img/XJ9DcBvOYgoSSNLjx0GP4If8hms=/0x0/pic2760568.jpg,12,"Set Collection, Worker Placement",19781,"Farming, Medieval","Inka Brand, Markus Brand",3.0783
113,https://boardgamegeek.com/boardgame/27833/steam,27833,Steam,3,5,90,90,90,2009,7.64316,7.39632,8567,https://cf.geekdo-images.com/original/img/Ss958wDZnMLtO5OaxR9Ya855rpU=/0x0/pic392515.jpg,10,"Auction/Bidding, Pick-up and Deliver, Route/Network Building, Tile Placement",9296,"Economic, Trains, Transportation",Martin Wallace,3.455
114,https://boardgamegeek.com/boardgame/148228/splendor,148228,Splendor,2,4,30,30,30,2014,7.50214,7.39608,38661,https://cf.geekdo-images.com/original/img/PgaVULm0QKeFV2zTro4hJEb70Yk=/0x0/pic1904079.jpg,10,"Card Drafting, Set Collection",52382,"Card Game, Economic, Renaissance",Marc André,1.8317
