_id,date,center_name,attendance_count
695,2018-02-16,Warrington Community Center,7
696,2018-02-15,Paulson Community Center,29
697,2018-02-15,Ormsby Community Center,67
698,2018-02-15,Phillips Community Center,99
699,2018-02-15,Ammon Community Center,130
700,2018-02-15,Brookline Community Center,60
701,2018-02-15,Magee Community Center,39
702,2018-02-15,Warrington Community Center,4
703,2018-02-15,West Penn Community Center,136
704,2018-02-14,Phillips Community Center,132
705,2018-02-14,Ormsby Community Center,64
706,2018-02-14,Paulson Community Center,22
707,2018-02-14,Ammon Community Center,86
708,2018-02-14,Magee Community Center,36
709,2018-02-14,Brookline Community Center,85
710,2018-02-14,West Penn Community Center,63
711,2018-02-14,Warrington Community Center,6
712,2018-02-13,Paulson Community Center,28
713,2018-02-13,Ormsby Community Center,67
810,2018-01-27,Ammon Community Center,7
714,2018-02-13,Phillips Community Center,142
715,2018-02-13,Ammon Community Center,130
716,2018-02-13,Brookline Community Center,62
717,2018-02-13,Magee Community Center,50
718,2018-02-13,Warrington Community Center,10
719,2018-02-13,West Penn Community Center,110
720,2018-02-12,Phillips Community Center,212
721,2018-02-12,Ormsby Community Center,47
722,2018-02-12,Paulson Community Center,18
723,2018-02-12,Ammon Community Center,90
724,2018-02-12,Magee Community Center,48
725,2018-02-12,Brookline Community Center,93
726,2018-02-12,West Penn Community Center,46
727,2018-02-12,Warrington Community Center,12
728,2018-02-10,Phillips Community Center,86
729,2018-02-10,Brookline Community Center,82
730,2018-02-10,Magee Community Center,11
731,2018-02-10,West Penn Community Center,44
732,2018-02-09,Phillips Community Center,131
733,2018-02-09,Paulson Community Center,15
734,2018-02-09,Ormsby Community Center,66
735,2018-02-09,Ammon Community Center,17
736,2018-02-09,Magee Community Center,34
737,2018-02-09,Brookline Community Center,42
738,2018-02-09,West Penn Community Center,49
739,2018-02-09,Warrington Community Center,22
740,2018-02-08,Ormsby Community Center,122
741,2018-02-08,Paulson Community Center,17
742,2018-02-08,Phillips Community Center,90
743,2018-02-08,Ammon Community Center,120
744,2018-02-08,Brookline Community Center,51
745,2018-02-08,Magee Community Center,32
746,2018-02-08,Warrington Community Center,10
747,2018-02-08,West Penn Community Center,140
748,2018-02-07,Phillips Community Center,60
749,2018-02-07,Ormsby Community Center,17
750,2018-02-07,Paulson Community Center,10
751,2018-02-07,Ammon Community Center,14
752,2018-02-07,Magee Community Center,43
753,2018-02-07,Brookline Community Center,66
754,2018-02-07,West Penn Community Center,56
755,2018-02-07,Warrington Community Center,24
756,2018-02-06,Ormsby Community Center,62
757,2018-02-06,Phillips Community Center,70
758,2018-02-06,Ammon Community Center,119
759,2018-02-06,Brookline Community Center,123
760,2018-02-06,Magee Community Center,30
761,2018-02-06,Warrington Community Center,10
762,2018-02-06,West Penn Community Center,85
763,2018-02-05,Phillips Community Center,100
764,2018-02-05,Ormsby Community Center,44
765,2018-02-05,Paulson Community Center,23
766,2018-02-05,Ammon Community Center,110
767,2018-02-05,Magee Community Center,49
768,2018-02-05,Brookline Community Center,53
769,2018-02-05,West Penn Community Center,52
770,2018-02-05,Warrington Community Center,24
771,2018-02-04,Ammon Community Center,2
772,2018-02-03,Phillips Community Center,26
773,2018-02-03,Brookline Community Center,54
774,2018-02-03,Magee Community Center,13
775,2018-02-03,West Penn Community Center,18
776,2018-02-02,Phillips Community Center,153
777,2018-02-02,Paulson Community Center,25
778,2018-02-02,Ormsby Community Center,40
779,2018-02-02,Ammon Community Center,112
780,2018-02-02,Magee Community Center,54
781,2018-02-02,West Penn Community Center,44
782,2018-02-02,Warrington Community Center,21
783,2018-02-01,Ormsby Community Center,73
784,2018-02-01,Paulson Community Center,24
785,2018-02-01,Phillips Community Center,91
786,2018-02-01,Ammon Community Center,127
787,2018-02-01,Magee Community Center,37
788,2018-02-01,Brookline Community Center,77
789,2018-02-01,Warrington Community Center,7
790,2018-02-01,West Penn Community Center,130
791,2018-01-31,Phillips Community Center,89
792,2018-01-31,Paulson Community Center,20
793,2018-01-31,Ormsby Community Center,57
794,2018-01-31,Ammon Community Center,106
795,2018-01-31,Brookline Community Center,47
796,2018-01-31,Magee Community Center,35
797,2018-01-31,West Penn Community Center,57
798,2018-01-31,Warrington Community Center,9
799,2018-01-30,Ormsby Community Center,60
800,2018-01-30,Paulson Community Center,21
801,2018-01-30,Ammon Community Center,127
802,2018-01-30,Magee Community Center,36
803,2018-01-30,Warrington Community Center,23
804,2018-01-30,West Penn Community Center,36
805,2018-01-29,Paulson Community Center,17
806,2018-01-29,Ormsby Community Center,45
807,2018-01-29,Ammon Community Center,29
808,2018-01-29,Magee Community Center,54
809,2018-01-29,Warrington Community Center,27
811,2018-01-27,Brookline Community Center,63
812,2018-01-26,Ormsby Community Center,34
813,2018-01-26,Paulson Community Center,21
814,2018-01-26,Phillips Community Center,107
815,2018-01-26,Ammon Community Center,18
816,2018-01-26,Brookline Community Center,66
817,2018-01-26,Magee Community Center,41
818,2018-01-26,Warrington Community Center,7
819,2018-01-26,West Penn Community Center,43
820,2018-01-25,Phillips Community Center,141
821,2018-01-25,Paulson Community Center,21
822,2018-01-25,Ormsby Community Center,72
823,2018-01-25,Ammon Community Center,99
824,2018-01-25,Magee Community Center,25
825,2018-01-25,Brookline Community Center,47
826,2018-01-25,West Penn Community Center,131
827,2018-01-25,Warrington Community Center,24
828,2018-01-24,Ormsby Community Center,64
829,2018-01-24,Paulson Community Center,30
830,2018-01-24,Phillips Community Center,135
831,2018-01-24,Ammon Community Center,101
832,2018-01-24,Brookline Community Center,82
833,2018-01-24,Magee Community Center,84
834,2018-01-24,Warrington Community Center,7
835,2018-01-24,West Penn Community Center,80
836,2018-01-23,Phillips Community Center,121
837,2018-01-23,Paulson Community Center,14
838,2018-01-23,Ormsby Community Center,47
839,2018-01-23,Ammon Community Center,85
840,2018-01-23,Magee Community Center,58
841,2018-01-23,Brookline Community Center,91
842,2018-01-23,West Penn Community Center,94
843,2018-01-23,Warrington Community Center,22
844,2018-01-22,Ormsby Community Center,27
845,2018-01-22,Paulson Community Center,18
846,2018-01-22,Phillips Community Center,213
847,2018-01-22,Ammon Community Center,84
848,2018-01-22,Brookline Community Center,65
849,2018-01-22,Magee Community Center,67
850,2018-01-22,Warrington Community Center,15
851,2018-01-22,West Penn Community Center,43
852,2018-01-21,Ammon Community Center,5
853,2018-01-20,Phillips Community Center,102
854,2018-01-20,Magee Community Center,13
855,2018-01-20,Brookline Community Center,43
856,2018-01-20,West Penn Community Center,26
857,2018-01-19,Phillips Community Center,122
858,2018-01-19,Paulson Community Center,23
859,2018-01-19,Ormsby Community Center,61
860,2018-01-19,Ammon Community Center,116
861,2018-01-19,Brookline Community Center,52
862,2018-01-19,Magee Community Center,47
863,2018-01-19,West Penn Community Center,33
864,2018-01-19,Warrington Community Center,19
865,2018-01-18,Ormsby Community Center,107
866,2018-01-18,Paulson Community Center,27
867,2018-01-18,Phillips Community Center,139
868,2018-01-18,Ammon Community Center,139
869,2018-01-18,Arlington Community Center,3
870,2018-01-18,Magee Community Center,47
871,2018-01-18,Brookline Community Center,93
872,2018-01-18,Warrington Community Center,5
873,2018-01-18,West Penn Community Center,132
874,2018-01-17,Phillips Community Center,102
875,2018-01-17,Paulson Community Center,24
876,2018-01-17,Ormsby Community Center,56
877,2018-01-17,Ammon Community Center,114
878,2018-01-17,Brookline Community Center,62
879,2018-01-17,Magee Community Center,59
880,2018-01-17,West Penn Community Center,69
881,2018-01-17,Warrington Community Center,19
882,2018-01-16,Ormsby Community Center,33
883,2018-01-16,Paulson Community Center,14
884,2018-01-16,Phillips Community Center,47
885,2018-01-16,Ammon Community Center,88
886,2018-01-16,Magee Community Center,26
887,2018-01-16,Brookline Community Center,64
888,2018-01-16,Warrington Community Center,17
889,2018-01-16,West Penn Community Center,51
890,2018-01-13,Phillips Community Center,9
891,2018-01-13,Brookline Community Center,15
892,2018-01-13,Magee Community Center,3
893,2018-01-13,West Penn Community Center,10
894,2018-01-12,Phillips Community Center,86
895,2018-01-12,Paulson Community Center,17
896,2018-01-12,Ormsby Community Center,39
897,2018-01-12,Ammon Community Center,83
898,2018-01-12,Magee Community Center,25
899,2018-01-12,Brookline Community Center,33
900,2018-01-12,West Penn Community Center,34
901,2018-01-12,Warrington Community Center,15
902,2018-01-11,Ormsby Community Center,52
903,2018-01-11,Paulson Community Center,24
904,2018-01-11,Phillips Community Center,97
905,2018-01-11,Ammon Community Center,114
906,2018-01-11,Brookline Community Center,61
907,2018-01-11,Magee Community Center,65
908,2018-01-11,Warrington Community Center,20
909,2018-01-11,West Penn Community Center,137
910,2018-01-10,Phillips Community Center,127
911,2018-01-10,Paulson Community Center,19
912,2018-01-10,Ormsby Community Center,56
913,2018-01-10,Ammon Community Center,156
914,2018-01-10,Magee Community Center,34
915,2018-01-10,Brookline Community Center,39
916,2018-01-10,West Penn Community Center,51
917,2018-01-10,Warrington Community Center,20
918,2018-01-09,Ormsby Community Center,63
919,2018-01-09,Paulson Community Center,18
920,2018-01-09,Phillips Community Center,112
921,2018-01-09,Ammon Community Center,111
922,2018-01-09,Brookline Community Center,118
923,2018-01-09,Magee Community Center,52
924,2018-01-09,Warrington Community Center,13
925,2018-01-09,West Penn Community Center,127
926,2018-01-08,Phillips Community Center,186
927,2018-01-08,Ormsby Community Center,57
928,2018-01-08,Ammon Community Center,140
929,2018-01-08,Magee Community Center,49
930,2018-01-08,Brookline Community Center,47
931,2018-01-08,West Penn Community Center,42
932,2018-01-08,Warrington Community Center,18
933,2018-01-06,Phillips Community Center,30
934,2018-01-06,Brookline Community Center,30
935,2018-01-06,Magee Community Center,11
936,2018-01-06,West Penn Community Center,33
937,2018-01-05,Phillips Community Center,144
938,2018-01-05,Ormsby Community Center,33
939,2018-01-05,Ammon Community Center,33
940,2018-01-05,Magee Community Center,55
941,2018-01-05,West Penn Community Center,79
942,2018-01-05,Warrington Community Center,5
943,2018-01-04,Ormsby Community Center,52
944,2018-01-04,Phillips Community Center,142
945,2018-01-04,Ammon Community Center,95
946,2018-01-04,Magee Community Center,41
947,2018-01-04,Brookline Community Center,49
948,2018-01-04,Warrington Community Center,3
949,2018-01-04,West Penn Community Center,140
950,2018-01-03,Phillips Community Center,140
951,2018-01-03,Ormsby Community Center,57
952,2018-01-03,Ammon Community Center,98
953,2018-01-03,Brookline Community Center,69
954,2018-01-03,Magee Community Center,41
955,2018-01-03,West Penn Community Center,78
956,2018-01-03,Warrington Community Center,11
957,2018-01-02,Ormsby Community Center,51
958,2018-01-02,Phillips Community Center,78
959,2018-01-02,Ammon Community Center,67
960,2018-01-02,Magee Community Center,37
961,2018-01-02,Brookline Community Center,67
962,2018-01-02,Warrington Community Center,4
963,2018-01-02,West Penn Community Center,87
964,2017-12-29,Phillips Community Center,74
965,2017-12-29,Ormsby Community Center,27
966,2017-12-29,Paulson Community Center,11
967,2017-12-29,Ammon Community Center,18
968,2017-12-29,Brookline Community Center,31
969,2017-12-29,Magee Community Center,35
970,2017-12-29,West Penn Community Center,80
971,2017-12-28,Paulson Community Center,18
972,2017-12-28,Ormsby Community Center,25
973,2017-12-28,Phillips Community Center,142
974,2017-12-28,Ammon Community Center,91
975,2017-12-28,Magee Community Center,24
976,2017-12-28,Brookline Community Center,31
977,2017-12-28,West Penn Community Center,56
978,2017-12-28,Warrington Community Center,5
979,2017-12-27,Phillips Community Center,82
980,2017-12-27,Ormsby Community Center,26
981,2017-12-27,Paulson Community Center,11
982,2017-12-27,Ammon Community Center,49
983,2017-12-27,Brookline Community Center,49
984,2017-12-27,Magee Community Center,16
985,2017-12-27,Warrington Community Center,6
986,2017-12-27,West Penn Community Center,42
987,2017-12-26,Paulson Community Center,28
988,2017-12-26,Ormsby Community Center,26
989,2017-12-26,Phillips Community Center,69
990,2017-12-26,Ammon Community Center,48
991,2017-12-26,Magee Community Center,41
992,2017-12-26,Brookline Community Center,47
993,2017-12-26,West Penn Community Center,62
994,2017-12-26,Warrington Community Center,7
995,2017-12-22,Phillips Community Center,90
996,2017-12-22,Ormsby Community Center,30
997,2017-12-22,Paulson Community Center,14
998,2017-12-22,Ammon Community Center,112
999,2017-12-22,Brookline Community Center,41
1000,2017-12-22,Magee Community Center,30
1001,2017-12-22,Warrington Community Center,2
1002,2017-12-22,West Penn Community Center,43
1003,2017-12-21,Paulson Community Center,15
1004,2017-12-21,Ormsby Community Center,47
1005,2017-12-21,Phillips Community Center,109
1006,2017-12-21,Ammon Community Center,116
1007,2017-12-21,Magee Community Center,41
1008,2017-12-21,Brookline Community Center,49
1009,2017-12-21,West Penn Community Center,75
